Product_id,product_name,session_id,user_id,exam_id,user_exam_starts_at,user_exam_ends_at,total_answers,total_correct_answers,total_false_answers
10432,১০ম শ্রেণি - অনলাইন ব্যাচ ২০২৫ (বিজ্ঞান বিভাগ) [SSC 2026 ব্যাচ],67c56ad455f584a4862bff7c,623ad09bfb492fa5df2dc9d4,67c01b76ab4fa6fb454592e8,2025-03-03 08:39:48.433000 UTC,2025-03-03 08:53:55.415000 UTC,30,28,2
10432,১০ম শ্রেণি - অনলাইন ব্যাচ ২০২৫ (বিজ্ঞান বিভাগ) [SSC 2026 ব্যাচ],67cd98fb1ca1a4ada7cc41e5,623a4e7cfb492fa5df1515a9,67c01b76ab4fa6fb454592e8,2025-03-09 13:34:51.164000 UTC,2025-03-09 13:41:55.220000 UTC,30,19,11
10432,১০ম শ্রেণি - অনলাইন ব্যাচ ২০২৫ (বিজ্ঞান বিভাগ) [SSC 2026 ব্যাচ],67ee631c3db3b091e19c764f,623ad09bfb492fa5df2dc9d4,67db9c7d1863be536f37709d,2025-04-03 10:29:48.722000 UTC,2025-04-03 10:47:46.216000 UTC,30,27,3
10432,১০ম শ্রেণি - অনলাইন ব্যাচ ২০২৫ (বিজ্ঞান বিভাগ) [SSC 2026 ব্যাচ],67b0800e64933092bedbb048,623ad09bfb492fa5df2dc9d4,67a4756a96818a0923374f74,2025-02-15 11:52:46.885000 UTC,2025-02-15 11:57:08.323000 UTC,24,20,4
10432,১০ম শ্রেণি - অনলাইন ব্যাচ ২০২৫ (বিজ্ঞান বিভাগ) [SSC 2026 ব্যাচ],67bdcde591f4ff5af1c21924,623a4e7cfb492fa5df1515a9,67adbfaa64933092bec6664f,2025-02-25 14:04:21.756000 UTC,2025-02-25 14:07:26.080000 UTC,30,9,21
10432,১০ম শ্রেণি - অনলাইন ব্যাচ ২০২৫ (বিজ্ঞান বিভাগ) [SSC 2026 ব্যাচ],67b71d1447fb3e15caedd73d,623ad09bfb492fa5df2dc9d4,67adbfaa64933092bec6664f,2025-02-20 12:16:20.734000 UTC,2025-02-20 12:24:27.517000 UTC,30,27,3
10432,১০ম শ্রেণি - অনলাইন ব্যাচ ২০২৫ (বিজ্ঞান বিভাগ) [SSC 2026 ব্যাচ],67bedf9bab4fa6fb453d5d07,623ad09bfb492fa5df2dc9d4,67b6e30d47fb3e15caec06d9,2025-02-26 09:32:11.520000 UTC,2025-02-26 09:43:29.659000 UTC,25,23,2
10432,১০ম শ্রেণি - অনলাইন ব্যাচ ২০২৫ (বিজ্ঞান বিভাগ) [SSC 2026 ব্যাচ],67cc74c739f16a3bca394821,623ad09bfb492fa5df2dc9d4,67c92252e8d4c8c317a8fa8c,2025-03-08 16:48:07.131000 UTC,2025-03-08 16:58:22.284000 UTC,22,15,7
10432,১০ম শ্রেণি - অনলাইন ব্যাচ ২০২৫ (বিজ্ঞান বিভাগ) [SSC 2026 ব্যাচ],67cd9fef0208aa19a3ad0975,623a4e7cfb492fa5df1515a9,67c92252e8d4c8c317a8fa8c,2025-03-09 14:04:31.919000 UTC,2025-03-09 14:09:46.993000 UTC,25,20,5
10432,১০ম শ্রেণি - অনলাইন ব্যাচ ২০২৫ (বিজ্ঞান বিভাগ) [SSC 2026 ব্যাচ],67d82d0bdbda27c9426c596e,623ad09bfb492fa5df2dc9d4,67d2534619a2103f5c54a56d,2025-03-17 14:09:15.829000 UTC,2025-03-17 14:14:34.196000 UTC,25,21,4
10432,১০ম শ্রেণি - অনলাইন ব্যাচ ২০২৫ (বিজ্ঞান বিভাগ) [SSC 2026 ব্যাচ],67d6d6eadbda27c9425d0c85,623aac8dfb492fa5df282c3d,67d2534619a2103f5c54a56d,2025-03-16 13:49:30.538000 UTC,2025-03-16 13:56:24.177000 UTC,25,23,2
10432,১০ম শ্রেণি - অনলাইন ব্যাচ ২০২৫ (বিজ্ঞান বিভাগ) [SSC 2026 ব্যাচ],679f6b9a3fd0b19f66c9d6f3,623ab3e3fb492fa5df295ca1,679b250fcf0060f8e6bb0141,2025-02-02 12:56:58.784000 UTC,2025-02-02 13:03:20.795000 UTC,30,22,8
10432,১০ম শ্রেণি - অনলাইন ব্যাচ ২০২৫ (বিজ্ঞান বিভাগ) [SSC 2026 ব্যাচ],67aedbbec60cb2109946bcb9,623a42b2fb492fa5df11c4b7,679b250fcf0060f8e6bb0141,2025-02-14 05:59:26.299000 UTC,2025-02-14 06:29:36.299000 UTC,0,0,0
10432,১০ম শ্রেণি - অনলাইন ব্যাচ ২০২৫ (বিজ্ঞান বিভাগ) [SSC 2026 ব্যাচ],679f7ff5e96e087c8b77cfd8,623a4e7cfb492fa5df1515a9,679b250fcf0060f8e6bb0141,2025-02-02 14:23:49.222000 UTC,2025-02-02 14:25:49.591000 UTC,30,7,23
